"","long","lat","group"
"1",-124.136561,41.464452,"1.1"
"2",-124.137892,41.468298,"1.1"
"3",-124.13906,41.472933,"1.1"
"4",-124.140544,41.477235,"1.1"
"5",-124.142508,41.48278,"1.1"
"6",-124.144128,41.486881,"1.1"
"7",-124.147339,41.493036,"1.1"
"8",-124.151305,41.499842,"1.1"
"9",-124.151732,41.503887,"1.1"
"10",-124.151821,41.508214,"1.1"
"11",-124.153568,41.510753,"1.1"
"12",-124.157943,41.518962,"1.1"
"13",-124.160111,41.529386,"1.1"
"14",-124.160516,41.53801,"1.1"
"15",-124.160493,41.543409,"1.1"
"16",-124.164464,41.54524,"1.1"
"17",-124.172274,41.550979,"1.1"
"18",-124.179961,41.558325,"1.1"
"19",-124.18499,41.565769,"1.1"
"20",-124.188336,41.573996,"1.1"
"21",-124.188474,41.575742,"1.1"
"22",-124.18873,41.578964,"1.1"
"23",-124.188273,41.583653,"1.1"
"24",-124.187127,41.58897,"1.1"
"25",-124.189188,41.59178,"1.1"
"26",-124.190533,41.59874,"1.1"
"27",-124.190457,41.604607,"1.1"
"28",-124.190113,41.60819,"1.1"
"29",-124.195829,41.613162,"1.1"
"30",-124.20134,41.619404,"1.1"
"31",-124.204535,41.624839,"1.1"
"32",-124.207386,41.629295,"1.1"
"33",-124.209785,41.635205,"1.1"
"34",-124.211419,41.641688,"1.1"
"35",-124.210489,41.649463,"1.1"
"36",-124.211823,41.652701,"1.1"
"37",-124.211784,41.661907,"1.1"
"38",-124.210002,41.669319,"1.1"
"39",-124.208546,41.673816,"1.1"
"40",-124.211706,41.681193,"1.1"
"41",-124.21516,41.682273,"1.1"
"42",-124.222605,41.685267,"1.1"
"43",-124.229865,41.689702,"1.1"
"44",-124.235915,41.694145,"1.1"
"45",-124.236042,41.694157,"1.1"
"46",-124.236856,41.69464,"1.1"
"47",-124.241932,41.695005,"1.1"
"48",-124.245433,41.69595,"1.1"
"49",-124.249473,41.696958,"1.1"
"50",-124.251191,41.697535,"1.1"
"51",-124.262421,41.701857,"1.1"
"52",-124.278062,41.709674,"1.1"
"53",-124.284218,41.713414,"1.1"
"54",-124.291914,41.71809,"1.1"
"55",-124.300301,41.724145,"1.1"
"56",-124.313704,41.727491,"1.1"
"57",-124.316113,41.72839,"1.1"
"58",-124.330609,41.733793,"1.1"
"59",-124.345376,41.744586,"1.1"
"60",-124.352289,41.749781,"1.1"
"61",-124.352368,41.749841,"1.1"
"62",-124.355988,41.752235,"1.1"
"63",-124.361038,41.755954,"1.1"
"64",-124.365508,41.759671,"1.1"
"65",-124.369188,41.763412,"1.1"
"66",-124.369977,41.763456,"1.1"
"67",-124.372889,41.763968,"1.1"
"68",-124.374726,41.764376,"1.1"
"69",-124.3762,41.764628,"1.1"
"70",-124.376199,41.765569,"1.1"
"71",-124.384371,41.768234,"1.1"
"72",-124.392055,41.772377,"1.1"
"73",-124.39951,41.777862,"1.1"
"74",-124.405715,41.783141,"1.1"
"75",-124.410757,41.788312,"1.1"
"76",-124.414235,41.793004,"1.1"
"77",-124.416193,41.796916,"1.1"
"78",-124.417526,41.800017,"1.1"
"79",-124.422396,41.803707,"1.1"
"80",-124.429185,41.809726,"1.1"
"81",-124.435033,41.816581,"1.1"
"82",-124.438909,41.824504,"1.1"
"83",-124.439497,41.827122,"1.1"
"84",-124.440414,41.831204,"1.1"
"85",-124.440707,41.83874,"1.1"
"86",-124.437723,41.849321,"1.1"
"87",-124.435015,41.856507,"1.1"
"88",-124.43092,41.862912,"1.1"
"89",-124.426108,41.868776,"1.1"
"90",-124.422332,41.872291,"1.1"
"91",-124.418648,41.874837,"1.1"
"92",-124.411317,41.882056,"1.1"
"93",-124.401242,41.885588,"1.1"
"94",-124.388791,41.886764,"1.1"
"95",-124.376205,41.886999,"1.1"
"96",-124.376205,41.886954,"1.1"
"97",-124.373492,41.886883,"1.1"
"98",-124.372058,41.886746,"1.1"
"99",-124.365199,41.886568,"1.1"
"100",-124.356556,41.885145,"1.1"
"101",-124.347647,41.883154,"1.1"
"102",-124.338613,41.879789,"1.1"
"103",-124.332984,41.877,"1.1"
"104",-124.330089,41.874839,"1.1"
"105",-124.330035,41.874794,"1.1"
"106",-124.329981,41.87475,"1.1"
"107",-124.311936,41.858788,"1.1"
"108",-124.304474,41.860149,"1.1"
"109",-124.298004,41.86067,"1.1"
"110",-124.293649,41.860422,"1.1"
"111",-124.289249,41.86014,"1.1"
"112",-124.285031,41.859487,"1.1"
"113",-124.281042,41.870863,"1.1"
"114",-124.279649,41.874836,"1.1"
"115",-124.280279,41.874836,"1.1"
"116",-124.280732,41.874836,"1.1"
"117",-124.279659,41.880296,"1.1"
"118",-124.277827,41.891105,"1.1"
"119",-124.276376,41.898901,"1.1"
"120",-124.27612,41.903052,"1.1"
"121",-124.280664,41.907012,"1.1"
"122",-124.285687,41.912916,"1.1"
"123",-124.289939,41.920057,"1.1"
"124",-124.291939,41.928498,"1.1"
"125",-124.29168,41.936346,"1.1"
"126",-124.291648,41.937335,"1.1"
"127",-124.291636,41.937391,"1.1"
"128",-124.289926,41.945432,"1.1"
"129",-124.287814,41.951788,"1.1"
"130",-124.284769,41.956834,"1.1"
"131",-124.287274,41.963971,"1.1"
"132",-124.288578,41.969564,"1.1"
"133",-124.294595,41.97547,"1.1"
"134",-124.301184,41.982984,"1.1"
"135",-124.304735,41.988716,"1.1"
"136",-124.306995,41.992906,"1.1"
"137",-124.317941,41.994637,"1.1"
"138",-124.327272,41.997734,"1.1"
"139",-124.328292,41.998073,"1.1"
"140",-124.328835,41.998334,"1.1"
"141",-124.251201,41.998343,"1.1"
"142",-124.2512,41.998362,"1.1"
"143",-124.23323,41.998412,"1.1"
"144",-124.21776,41.998445,"1.1"
"145",-124.217027,41.998447,"1.1"
"146",-124.215258,41.998451,"1.1"
"147",-124.211993,41.998459,"1.1"
"148",-124.211605,41.99846,"1.1"
"149",-124.209598,41.998425,"1.1"
"150",-124.208297,41.998401,"1.1"
"151",-124.208283,41.998401,"1.1"
"152",-124.198548,41.998234,"1.1"
"153",-124.198506,41.998233,"1.1"
"154",-124.197062,41.998209,"1.1"
"155",-124.196961,41.998207,"1.1"
"156",-124.196941,41.998206,"1.1"
"157",-124.196928,41.998206,"1.1"
"158",-124.19689,41.998206,"1.1"
"159",-124.196847,41.998205,"1.1"
"160",-124.196793,41.998204,"1.1"
"161",-124.19667,41.998202,"1.1"
"162",-124.196546,41.9982,"1.1"
"163",-124.19312,41.998141,"1.1"
"164",-124.193025,41.99814,"1.1"
"165",-124.19297,41.998139,"1.1"
"166",-124.192934,41.998139,"1.1"
"167",-124.192843,41.998138,"1.1"
"168",-124.192704,41.998136,"1.1"
"169",-124.18873,41.998064,"1.1"
"170",-124.186977,41.998034,"1.1"
"171",-124.1816,41.997941,"1.1"
"172",-124.178792,41.997893,"1.1"
"173",-124.178066,41.997881,"1.1"
"174",-124.168002,41.997708,"1.1"
"175",-124.162263,41.99761,"1.1"
"176",-124.146612,41.997342,"1.1"
"177",-124.146403,41.997338,"1.1"
"178",-124.142943,41.997293,"1.1"
"179",-124.141582,41.997256,"1.1"
"180",-124.121365,41.997015,"1.1"
"181",-124.12133,41.997015,"1.1"
"182",-124.121115,41.997016,"1.1"
"183",-124.118786,41.997027,"1.1"
"184",-124.116525,41.997038,"1.1"
"185",-124.104557,41.997094,"1.1"
"186",-124.104023,41.997074,"1.1"
"187",-124.102783,41.997026,"1.1"
"188",-124.102654,41.996893,"1.1"
"189",-124.102532,41.99681,"1.1"
"190",-124.102389,41.996748,"1.1"
"191",-124.102149,41.996692,"1.1"
"192",-124.102001,41.996686,"1.1"
"193",-124.101857,41.996714,"1.1"
"194",-124.101804,41.996745,"1.1"
"195",-124.101714,41.996788,"1.1"
"196",-124.101611,41.996808,"1.1"
"197",-124.101309,41.996785,"1.1"
"198",-124.100995,41.99677,"1.1"
"199",-124.100705,41.996792,"1.1"
"200",-124.100593,41.996785,"1.1"
"201",-124.10047,41.996761,"1.1"
"202",-124.100376,41.996712,"1.1"
"203",-124.087967,41.996808,"1.1"
"204",-124.087843,41.996791,"1.1"
"205",-124.087758,41.996759,"1.1"
"206",-124.087641,41.996686,"1.1"
"207",-124.087488,41.99665,"1.1"
"208",-124.087378,41.996641,"1.1"
"209",-124.087246,41.996652,"1.1"
"210",-124.084956,41.996662,"1.1"
"211",-124.084937,41.996662,"1.1"
"212",-124.079435,41.996599,"1.1"
"213",-124.079403,41.996598,"1.1"
"214",-124.077276,41.996573,"1.1"
"215",-124.067556,41.99646,"1.1"
"216",-124.057854,41.996347,"1.1"
"217",-124.057713,41.996345,"1.1"
"218",-124.046589,41.996379,"1.1"
"219",-124.045824,41.996379,"1.1"
"220",-124.033089,41.996275,"1.1"
"221",-124.015681,41.996204,"1.1"
"222",-124.001183,41.996145,"1.1"
"223",-123.999242,41.996153,"1.1"
"224",-123.96834,41.996251,"1.1"
"225",-123.968079,41.996248,"1.1"
"226",-123.967824,41.996249,"1.1"
"227",-123.96742,41.996251,"1.1"
"228",-123.967287,41.996251,"1.1"
"229",-123.96719,41.996251,"1.1"
"230",-123.949956,41.996232,"1.1"
"231",-123.942225,41.996224,"1.1"
"232",-123.941566,41.996222,"1.1"
"233",-123.936403,41.996228,"1.1"
"234",-123.928643,41.996233,"1.1"
"235",-123.913997,41.99623,"1.1"
"236",-123.911829,41.99623,"1.1"
"237",-123.90808,41.996221,"1.1"
"238",-123.896365,41.996195,"1.1"
"239",-123.895162,41.996189,"1.1"
"240",-123.89328,41.996187,"1.1"
"241",-123.885302,41.996021,"1.1"
"242",-123.885156,41.996023,"1.1"
"243",-123.88402,41.996039,"1.1"
"244",-123.883972,41.99604,"1.1"
"245",-123.876168,41.996152,"1.1"
"246",-123.871906,41.996075,"1.1"
"247",-123.871146,41.996076,"1.1"
"248",-123.870569,41.996076,"1.1"
"249",-123.866099,41.996081,"1.1"
"250",-123.85612,41.99609,"1.1"
"251",-123.841207,41.996107,"1.1"
"252",-123.834204,41.996117,"1.1"
"253",-123.826434,41.995727,"1.1"
"254",-123.821472,41.995473,"1.1"
"255",-123.820446,41.995422,"1.1"
"256",-123.818933,41.995344,"1.1"
"257",-123.818821,41.995338,"1.1"
"258",-123.817654,41.995282,"1.1"
"259",-123.816261,41.995209,"1.1"
"260",-123.816057,41.995199,"1.1"
"261",-123.813991,41.995096,"1.1"
"262",-123.812947,41.995136,"1.1"
"263",-123.812752,41.995142,"1.1"
"264",-123.804843,41.995371,"1.1"
"265",-123.804689,41.995376,"1.1"
"266",-123.804271,41.995388,"1.1"
"267",-123.804223,41.99539,"1.1"
"268",-123.800974,41.995483,"1.1"
"269",-123.795987,41.995629,"1.1"
"270",-123.793811,41.995692,"1.1"
"271",-123.793648,41.995697,"1.1"
"272",-123.79122,41.995767,"1.1"
"273",-123.791108,41.995775,"1.1"
"274",-123.790205,41.995836,"1.1"
"275",-123.789912,41.995915,"1.1"
"276",-123.789814,41.99595,"1.1"
"277",-123.789605,41.996014,"1.1"
"278",-123.789295,41.996111,"1.1"
"279",-123.78839,41.996128,"1.1"
"280",-123.787272,41.996149,"1.1"
"281",-123.774992,41.996378,"1.1"
"282",-123.774782,41.996383,"1.1"
"283",-123.766366,41.996573,"1.1"
"284",-123.765989,41.99658,"1.1"
"285",-123.754329,41.996769,"1.1"
"286",-123.754049,41.996773,"1.1"
"287",-123.751181,41.996822,"1.1"
"288",-123.735166,41.996902,"1.1"
"289",-123.733647,41.99691,"1.1"
"290",-123.733515,41.996912,"1.1"
"291",-123.732611,41.996928,"1.1"
"292",-123.728164,41.997008,"1.1"
"293",-123.721545,41.996832,"1.1"
"294",-123.72143,41.996829,"1.1"
"295",-123.71865,41.996755,"1.1"
"296",-123.718385,41.996749,"1.1"
"297",-123.667329,41.995407,"1.1"
"298",-123.66721,41.995405,"1.1"
"299",-123.657,41.995137,"1.1"
"300",-123.640523,41.997507,"1.1"
"301",-123.631637,41.998787,"1.1"
"302",-123.631584,41.998794,"1.1"
"303",-123.627628,41.999317,"1.1"
"304",-123.62758,41.999324,"1.1"
"305",-123.626177,41.999524,"1.1"
"306",-123.625505,41.999483,"1.1"
"307",-123.62539,41.999524,"1.1"
"308",-123.624554,41.999837,"1.1"
"309",-123.623919,41.999838,"1.1"
"310",-123.623634,41.999838,"1.1"
"311",-123.623232,41.999839,"1.1"
"312",-123.6224,41.999837,"1.1"
"313",-123.622284,41.999837,"1.1"
"314",-123.620075,41.999836,"1.1"
"315",-123.617438,41.999837,"1.1"
"316",-123.616336,41.999837,"1.1"
"317",-123.616211,41.999837,"1.1"
"318",-123.615687,41.999837,"1.1"
"319",-123.610613,41.999839,"1.1"
"320",-123.610262,41.999837,"1.1"
"321",-123.610107,41.999837,"1.1"
"322",-123.609976,41.999837,"1.1"
"323",-123.603042,42.000092,"1.1"
"324",-123.593003,42.000104,"1.1"
"325",-123.591624,42.000101,"1.1"
"326",-123.586115,42.000077,"1.1"
"327",-123.578192,42.000076,"1.1"
"328",-123.574086,42.000136,"1.1"
"329",-123.573598,42.000153,"1.1"
"330",-123.571902,42.000104,"1.1"
"331",-123.571753,42.000116,"1.1"
"332",-123.570677,42.00018,"1.1"
"333",-123.570283,42.000206,"1.1"
"334",-123.570104,42.000221,"1.1"
"335",-123.56944,42.000219,"1.1"
"336",-123.569329,42.000219,"1.1"
"337",-123.565804,42.000209,"1.1"
"338",-123.557698,42.000232,"1.1"
"339",-123.552694,42.000244,"1.1"
"340",-123.55256,42.000246,"1.1"
"341",-123.549147,42.000292,"1.1"
"342",-123.548478,42.000302,"1.1"
"343",-123.544642,42.000446,"1.1"
"344",-123.544401,42.000455,"1.1"
"345",-123.544106,42.000466,"1.1"
"346",-123.543781,42.00048,"1.1"
"347",-123.535915,42.000739,"1.1"
"348",-123.53545,42.000753,"1.1"
"349",-123.535187,42.000761,"1.1"
"350",-123.530169,42.00092,"1.1"
"351",-123.52995,42.000926,"1.1"
"352",-123.525245,42.001047,"1.1"
"353",-123.520879,42.0009,"1.1"
"354",-123.519003,42.00087,"1.1"
"355",-123.517907,42.000854,"1.1"
"356",-123.517424,42.000847,"1.1"
"357",-123.516737,42.000889,"1.1"
"358",-123.514129,42.000863,"1.1"
"359",-123.51192,42.000808,"1.1"
"360",-123.511352,42.000829,"1.1"
"361",-123.509849,42.000794,"1.1"
"362",-123.507057,42.00076,"1.1"
"363",-123.504983,42.000664,"1.1"
"364",-123.504411,42.000638,"1.1"
"365",-123.504346,42.000635,"1.1"
"366",-123.501997,42.000526,"1.1"
"367",-123.501473,42.000526,"1.1"
"368",-123.501444,42.000523,"1.1"
"369",-123.500261,42.000521,"1.1"
"370",-123.49883,42.000526,"1.1"
"371",-123.498538,42.000527,"1.1"
"372",-123.498502,42.000527,"1.1"
"373",-123.498221,42.000528,"1.1"
"374",-123.489764,42.000578,"1.1"
"375",-123.489666,42.000579,"1.1"
"376",-123.482038,42.000622,"1.1"
"377",-123.481854,42.000625,"1.1"
"378",-123.481668,42.000626,"1.1"
"379",-123.481053,42.000639,"1.1"
"380",-123.434976,42.001637,"1.1"
"381",-123.433921,42.001614,"1.1"
"382",-123.413948,42.00066,"1.1"
"383",-123.413897,42.000658,"1.1"
"384",-123.408277,42.000393,"1.1"
"385",-123.408041,42.000382,"1.1"
"386",-123.396569,41.999841,"1.1"
"387",-123.381579,41.999264,"1.1"
"388",-123.381565,41.999264,"1.1"
"389",-123.376168,41.99917,"1.1"
"390",-123.35151,41.999155,"1.1"
"391",-123.347562,41.999108,"1.1"
"392",-123.342462,41.999309,"1.1"
"393",-123.332547,41.999701,"1.1"
"394",-123.331848,41.999729,"1.1"
"395",-123.331782,41.999732,"1.1"
"396",-123.328982,41.999843,"1.1"
"397",-123.327226,41.999843,"1.1"
"398",-123.291539,42.00123,"1.1"
"399",-123.291433,42.001234,"1.1"
"400",-123.285913,42.00146,"1.1"
"401",-123.285544,42.001477,"1.1"
"402",-123.273696,42.001966,"1.1"
"403",-123.273217,42.001984,"1.1"
"404",-123.272392,42.00202,"1.1"
"405",-123.27145,42.002058,"1.1"
"406",-123.270849,42.002092,"1.1"
"407",-123.26655,42.002338,"1.1"
"408",-123.251164,42.003217,"1.1"
"409",-123.234463,42.0037,"1.1"
"410",-123.23291,42.003745,"1.1"
"411",-123.232736,42.003753,"1.1"
"412",-123.230764,42.003854,"1.1"
"413",-123.228532,42.003939,"1.1"
"414",-123.224519,42.004099,"1.1"
"415",-123.224408,42.004103,"1.1"
"416",-123.222356,42.004184,"1.1"
"417",-123.196298,42.005273,"1.1"
"418",-123.192343,42.005418,"1.1"
"419",-123.190122,42.00561,"1.1"
"420",-123.18584,42.005902,"1.1"
"421",-123.171999,42.006918,"1.1"
"422",-123.166269,42.007255,"1.1"
"423",-123.155793,42.007967,"1.1"
"424",-123.154508,42.008081,"1.1"
"425",-123.154227,42.008121,"1.1"
"426",-123.153784,42.008184,"1.1"
"427",-123.15361,42.008206,"1.1"
"428",-123.153322,42.00824,"1.1"
"429",-123.152545,42.008346,"1.1"
"430",-123.145962,42.009242,"1.1"
"431",-123.131874,42.008541,"1.1"
"432",-123.131615,42.008527,"1.1"
"433",-123.125178,42.00793,"1.1"
"434",-123.120594,42.007771,"1.1"
"435",-123.111913,42.007501,"1.1"
"436",-123.102896,42.006827,"1.1"
"437",-123.101254,42.006705,"1.1"
"438",-123.100738,42.006666,"1.1"
"439",-123.083389,42.00537,"1.1"
"440",-123.072182,42.005106,"1.1"
"441",-123.064749,42.004928,"1.1"
"442",-123.051313,42.003627,"1.1"
"443",-123.045343,42.003075,"1.1"
"444",-123.043184,42.003075,"1.1"
"445",-123.032037,42.003023,"1.1"
"446",-123.031783,42.003022,"1.1"
"447",-123.023594,42.003029,"1.1"
"448",-123.017914,42.00303,"1.1"
"449",-123.012923,42.003098,"1.1"
"450",-122.995487,42.003195,"1.1"
"451",-122.987706,42.003229,"1.1"
"452",-122.961408,42.003059,"1.1"
"453",-122.95924,42.003068,"1.1"
"454",-122.952425,42.003058,"1.1"
"455",-122.941609,42.003086,"1.1"
"456",-122.912955,42.00272,"1.1"
"457",-122.902856,42.002634,"1.1"
"458",-122.900726,42.002643,"1.1"
"459",-122.900612,42.002644,"1.1"
"460",-122.89425,42.002668,"1.1"
"461",-122.893866,42.002669,"1.1"
"462",-122.891145,42.002758,"1.1"
"463",-122.88999,42.002795,"1.1"
"464",-122.87546,42.003268,"1.1"
"465",-122.870253,42.003281,"1.1"
"466",-122.869828,42.003283,"1.1"
"467",-122.868359,42.003284,"1.1"
"468",-122.868165,42.003284,"1.1"
"469",-122.841428,42.003418,"1.1"
"470",-122.841337,42.003417,"1.1"
"471",-122.84004,42.003405,"1.1"
"472",-122.839047,42.003418,"1.1"
"473",-122.838573,42.003426,"1.1"
"474",-122.829745,42.003566,"1.1"
"475",-122.826205,42.003628,"1.1"
"476",-122.821748,42.003697,"1.1"
"477",-122.820379,42.003719,"1.1"
"478",-122.812913,42.003835,"1.1"
"479",-122.810493,42.003876,"1.1"
"480",-122.802645,42.004017,"1.1"
"481",-122.801748,42.004037,"1.1"
"482",-122.799701,42.004064,"1.1"
"483",-122.799122,42.004074,"1.1"
"484",-122.796166,42.004092,"1.1"
"485",-122.792318,42.004116,"1.1"
"486",-122.789534,42.004018,"1.1"
"487",-122.7844,42.003837,"1.1"
"488",-122.784076,42.003864,"1.1"
"489",-122.784009,42.003871,"1.1"
"490",-122.783895,42.003881,"1.1"
"491",-122.783391,42.003858,"1.1"
"492",-122.781606,42.003845,"1.1"
"493",-122.780697,42.003878,"1.1"
"494",-122.780621,42.003878,"1.1"
"495",-122.780566,42.003878,"1.1"
"496",-122.779007,42.003877,"1.1"
"497",-122.778992,42.003875,"1.1"
"498",-122.778837,42.003875,"1.1"
"499",-122.777093,42.003885,"1.1"
"500",-122.768952,42.003978,"1.1"
"501",-122.768515,42.003985,"1.1"
"502",-122.767188,42.00398,"1.1"
"503",-122.762201,42.004099,"1.1"
"504",-122.761513,42.004102,"1.1"
"505",-122.753635,42.004121,"1.1"
"506",-122.747768,42.004114,"1.1"
"507",-122.747525,42.004114,"1.1"
"508",-122.743989,42.004147,"1.1"
"509",-122.736739,42.004154,"1.1"
"510",-122.725917,42.00414,"1.1"
"511",-122.725773,42.00414,"1.1"
"512",-122.721968,42.004136,"1.1"
"513",-122.718998,42.004152,"1.1"
"514",-122.716866,42.004157,"1.1"
"515",-122.712942,42.004157,"1.1"
"516",-122.706614,42.004232,"1.1"
"517",-122.703676,42.004266,"1.1"
"518",-122.693668,42.004384,"1.1"
"519",-122.672651,42.004632,"1.1"
"520",-122.66194,42.004758,"1.1"
"521",-122.661394,42.00476,"1.1"
"522",-122.660828,42.004762,"1.1"
"523",-122.658415,42.004771,"1.1"
"524",-122.655527,42.004782,"1.1"
"525",-122.654356,42.004787,"1.1"
"526",-122.652659,42.004812,"1.1"
"527",-122.64881,42.004769,"1.1"
"528",-122.648652,42.00486,"1.1"
"529",-122.648576,42.004767,"1.1"
"530",-122.64852,42.00477,"1.1"
"531",-122.648224,42.004772,"1.1"
"532",-122.64663,42.004812,"1.1"
"533",-122.646395,42.004817,"1.1"
"534",-122.646189,42.004818,"1.1"
"535",-122.645773,42.004819,"1.1"
"536",-122.645399,42.004818,"1.1"
"537",-122.645079,42.00482,"1.1"
"538",-122.634738,42.004854,"1.1"
"539",-122.631852,42.004958,"1.1"
"540",-122.63073,42.004998,"1.1"
"541",-122.625336,42.005125,"1.1"
"542",-122.622074,42.005201,"1.1"
"543",-122.62053,42.00524,"1.1"
"544",-122.618602,42.005321,"1.1"
"545",-122.615658,42.005367,"1.1"
"546",-122.615297,42.00538,"1.1"
"547",-122.611492,42.005468,"1.1"
"548",-122.60722,42.005575,"1.1"
"549",-122.595611,42.005867,"1.1"
"550",-122.595091,42.00588,"1.1"
"551",-122.594649,42.005891,"1.1"
"552",-122.59245,42.005943,"1.1"
"553",-122.592285,42.005952,"1.1"
"554",-122.589886,42.006012,"1.1"
"555",-122.584522,42.006161,"1.1"
"556",-122.574175,42.006452,"1.1"
"557",-122.574138,42.006454,"1.1"
"558",-122.566407,42.006693,"1.1"
"559",-122.566323,42.006696,"1.1"
"560",-122.558893,42.006926,"1.1"
"561",-122.558561,42.006934,"1.1"
"562",-122.550879,42.007118,"1.1"
"563",-122.550372,42.007131,"1.1"
"564",-122.52238,42.007882,"1.1"
"565",-122.516903,42.008048,"1.1"
"566",-122.51271,42.008175,"1.1"
"567",-122.510286,42.008248,"1.1"
"568",-122.506997,42.008311,"1.1"
"569",-122.49368,42.008527,"1.1"
"570",-122.493425,42.008531,"1.1"
"571",-122.491917,42.008524,"1.1"
"572",-122.477405,42.008454,"1.1"
"573",-122.457168,42.008356,"1.1"
"574",-122.454597,42.008369,"1.1"
"575",-122.444262,42.008407,"1.1"
"576",-122.431324,42.008523,"1.1"
"577",-122.416601,42.008621,"1.1"
"578",-122.407565,42.00869,"1.1"
"579",-122.403461,42.008721,"1.1"
"580",-122.402148,42.008734,"1.1"
"581",-122.401894,42.008737,"1.1"
"582",-122.399075,42.008729,"1.1"
"583",-122.397966,42.008731,"1.1"
"584",-122.397531,42.008762,"1.1"
"585",-122.382646,42.009378,"1.1"
"586",-122.378543,42.009506,"1.1"
"587",-122.378356,42.009512,"1.1"
"588",-122.378226,42.009517,"1.1"
"589",-122.368044,42.009339,"1.1"
"590",-122.367849,42.009335,"1.1"
"591",-122.365964,42.009271,"1.1"
"592",-122.363938,42.009241,"1.1"
"593",-122.352254,42.008964,"1.1"
"594",-122.350034,42.008933,"1.1"
"595",-122.343329,42.008804,"1.1"
"596",-122.333868,42.008648,"1.1"
"597",-122.329304,42.008573,"1.1"
"598",-122.323743,42.008465,"1.1"
"599",-122.320374,42.008417,"1.1"
"600",-122.306819,42.008159,"1.1"
"601",-122.296291,42.007921,"1.1"
"602",-122.289533,42.007769,"1.1"
"603",-122.289472,42.007763,"1.1"
"604",-122.284858,42.007698,"1.1"
"605",-122.271096,42.007504,"1.1"
"606",-122.262222,42.007379,"1.1"
"607",-122.261127,42.007364,"1.1"
"608",-122.251127,42.007414,"1.1"
"609",-122.248752,42.007416,"1.1"
"610",-122.236795,42.007423,"1.1"
"611",-122.221602,42.007434,"1.1"
"612",-122.221519,42.007434,"1.1"
"613",-122.220656,42.007434,"1.1"
"614",-122.188872,42.007455,"1.1"
"615",-122.188792,42.007455,"1.1"
"616",-122.188714,42.007455,"1.1"
"617",-122.188637,42.007455,"1.1"
"618",-122.188588,42.007455,"1.1"
"619",-122.186569,42.00745,"1.1"
"620",-122.186265,42.007456,"1.1"
"621",-122.186155,42.007456,"1.1"
"622",-122.185826,42.007456,"1.1"
"623",-122.185496,42.007456,"1.1"
"624",-122.182268,42.007458,"1.1"
"625",-122.182201,42.007458,"1.1"
"626",-122.176705,42.007462,"1.1"
"627",-122.176605,42.007462,"1.1"
"628",-122.172945,42.007537,"1.1"
"629",-122.162708,42.007746,"1.1"
"630",-122.161419,42.007644,"1.1"
"631",-122.161328,42.007637,"1.1"
"632",-122.160438,42.007637,"1.1"
"633",-122.159449,42.00757,"1.1"
"634",-122.158877,42.007532,"1.1"
"635",-122.156666,42.007384,"1.1"
"636",-122.156089,42.007405,"1.1"
"637",-122.155922,42.007447,"1.1"
"638",-122.155753,42.007441,"1.1"
"639",-122.155431,42.007429,"1.1"
"640",-122.147179,42.007119,"1.1"
"641",-122.145176,42.007044,"1.1"
"642",-122.141443,42.006903,"1.1"
"643",-122.128041,42.006398,"1.1"
"644",-122.127537,42.006385,"1.1"
"645",-122.126123,42.006352,"1.1"
"646",-122.115956,42.006106,"1.1"
"647",-122.109529,42.00595,"1.1"
"648",-122.101922,42.005766,"1.1"
"649",-122.09808,42.005699,"1.1"
"650",-122.09473,42.00564,"1.1"
"651",-122.086223,42.005485,"1.1"
"652",-122.084017,42.005444,"1.1"
"653",-122.078057,42.005341,"1.1"
"654",-122.067744,42.005163,"1.1"
"655",-122.065119,42.005118,"1.1"
"656",-122.05641,42.004969,"1.1"
"657",-122.038862,42.004667,"1.1"
"658",-122.025066,42.00443,"1.1"
"659",-122.024799,42.004425,"1.1"
"660",-122.017853,42.004305,"1.1"
"661",-122.017334,42.004296,"1.1"
"662",-122.014884,42.004254,"1.1"
"663",-122.001118,42.004017,"1.1"
"664",-122.000319,42.003967,"1.1"
"665",-121.976334,42.003839,"1.1"
"666",-121.975363,42.003835,"1.1"
"667",-121.974696,42.003831,"1.1"
"668",-121.97096,42.003811,"1.1"
"669",-121.967994,42.003796,"1.1"
"670",-121.962817,42.003768,"1.1"
"671",-121.956483,42.003739,"1.1"
"672",-121.953972,42.003726,"1.1"
"673",-121.953811,42.003726,"1.1"
"674",-121.953703,42.003726,"1.1"
"675",-121.925793,42.003597,"1.1"
"676",-121.922456,42.003582,"1.1"
"677",-121.917552,42.003559,"1.1"
"678",-121.908131,42.003517,"1.1"
"679",-121.90191,42.003488,"1.1"
"680",-121.901839,42.003488,"1.1"
"681",-121.901533,42.003487,"1.1"
"682",-121.897714,42.003469,"1.1"
"683",-121.891192,42.003417,"1.1"
"684",-121.890822,42.003415,"1.1"
"685",-121.889072,42.003401,"1.1"
"686",-121.889011,42.003401,"1.1"
"687",-121.876113,42.0033,"1.1"
"688",-121.874117,42.003284,"1.1"
"689",-121.871356,42.003263,"1.1"
"690",-121.868595,42.003241,"1.1"
"691",-121.859704,42.003173,"1.1"
"692",-121.850812,42.003104,"1.1"
"693",-121.849285,42.003093,"1.1"
"694",-121.849219,42.003092,"1.1"
"695",-121.849148,42.003092,"1.1"
"696",-121.849064,42.003091,"1.1"
"697",-121.846712,42.00307,"1.1"
"698",-121.825501,42.002764,"1.1"
"699",-121.825143,42.002759,"1.1"
